year,title
2015,"Interplay Between HGF/SF-Met-Ras Signaling, Tumor Metabolism and Blood Flow as a Potential Target for Breast Cancer Therapy."
2015,Disulfiram/copper causes redox-related proteotoxicity and concomitant heat shock response in ovarian cancer cells that is augmented by auranofin-mediated thioredoxin inhibition.
2015,Expression of Cancer/Testis genes in ductal carcinoma in situ and benign lesions of the breast.
2015,MET nucleotide variations and amplification in advanced ovarian cancer: characteristics and outcomes with c-Met inhibitors.
2020,REACTIVE OXYGEN SPECIES AND COLORECTAL CANCER.
2020,"Targeting the endoplasmic reticulum with a membrane-interactive luminescent ruthenium(ii) polypyridyl complex†Electronic supplementary information (ESI) available: Experimental details, characterization of <b>2</b> and Fig. S1-S6. See DOI: 10.1039/c3sc51725jClick here for additional data file."
2018,Single stage turn in perforator infraorbital artery island flap for nasal ala reconstruction.
2018,Features of postmenopausal uterine haemorrhage.
2018,Impact of complications and bladder cancer stage on quality of life in patients with different types of urinary diversions.
2018,The prevalence of helicobacter pylori infection in patients with reflux esophagitis - our experience.
2018,Cancer Antigens (CEA and CA 19-9) as Markers of Advanced Stage of Colorectal Carcinoma.
2015,Low density lipoprotein bionanoparticles: From cholesterol transport to delivery of anti-cancer drugs.
2016,Symptomatic thoracic arachnoid cyst with coexisting tick paralysis: case report and review of the literature.
2020,ASYMMETRIC CELL DIVISION: IMPLICATIONS FOR GLIOMA DEVELOPMENT AND TREATMENT.
2020,"PCI-24781 (abexinostat), a novel histone deacetylase inhibitor, induces reactive oxygen species-dependent apoptosis and is synergistic with bortezomib in neuroblastoma."
2015,[Igf-1 and its isoform expression in hepatic cell tumors and the surrounding tissue in mice liver carcinogenesis induced by diethylnitrozamine].
2015,[The LMP1 oncogene sequence variations in patients with oral tumours associated or not associated with the Epstein Barr].
2020,Current and Future Role of the Gastroenterologist in GI Cancer Management.
2014,"Antitumor activity of (R,R')-4-methoxy-1-naphthylfenoterol in a rat C6 glioma xenograft model in the mouse."
2016,Choroid plexus tumors in children: a population-based study.
2015,"Synthesis and antiproliferative activity of novel polynuclear heterocyclic compounds derived from 2,3-diaminophenazine."
2015,"Patients' perceptions of complementary and alternative medicine in head and neck cancer: a qualitative, pilot study with clinical implications."
2015,Working out of the 'tool box': an exploratory study with complementary therapists in acute cancer care.
2015,The use of aromasticks at a cancer centre: a retrospective audit.
2014,[On the possibility of improving the efficiency of cancer recognition and eradication in vivo when concurrently used two different types of nanodevices].
2015,[Influence of systemic photodynamic therapy on circulating tumor cells in peripheral blood of cancer patients].
2015,[A case of the death from lung tissue embolism].
2015,Commentary to &quot;Patient-specific imaging and missed tumors: a catastrophic outcome&quot;.
2020,Women with endometriosis have a higher DNA repair capacity and diminished breast cancer risk.
2014,Electromagnetic navigation bronchoscopy for the diagnosis of Aspergillus infection.
2014,Human papillomavirus type-16 positive endobronchial metastasis from uterine cervical cancer.
2014,Bilateral self-expandable metallic stents for lung cancer involving the carina.
2016,Peroneal and tibial intraneural ganglion cysts in children.
2015,A national analysis of the outcome of major head and neck cancer surgery: implications for surgeon-level data publication.
2014,PTEN and Ki67 expression is associated with clinicopathologic features of non-small cell lung cancer.
2016,A neglected giant parotid gland mass: excision and reconstruction with facial nerve preservation.
2016,Giant cystic primary mucoepidermoid carcinoma of mandible: a rare case and literature review.
2016,[Neoplastic tumors in patients with unilateral inflammations qualified for endoscopic surgery].
2015,Stimulant use in patients with sturge-weber syndrome: safety and efficacy.
2014,[MED12 gene mutations in women with uterine myoma].
2014,[Impairment of regeneration in aging: appropriateness or stochastics?].
2015,Estrogen receptor β: putting a positive into triple negative breast cancer?
2015,Gene amplification: mechanisms and involvement in cancer.
2015,Plant derived alternatives for hormone replacement therapy (HRT).
2015,Estrogen receptor beta and its selective ligands: an option for treatment of menopausal vasomotor symptoms?
2014,Prognostic relevance of Wilms tumor 1 (WT1) gene Exon 7 mutations in-patient with cytogenetically normal acute myeloid leukemia.
2015,[Adjuvant chemotherapy of non-small cell lung cancer: Tolerance of combined cisplatin-pemetrexed therapy].
2015,[Ten-year evolution in non-small-cell lung cancer according to sex. Results of the KBP-2010-CPHG study by the College of General Hospital Respiratory Physicians].
2016,Sylvian cistern arachnoid cyst--a rare cause of precocious puberty.
2016,Expression patterns of insulin-like growth factor binding protein isoforms in medulloblastoma subtypes and clinical correlation.
2020,Role of IL-17 in Glioma Progression.
2020,"Nanoparticles for cancer imaging: The good, the bad, and the promise."
2015,False positive 18F-fluorodeoxyglucose positron emission tomography/computed tomography liver lesion mimicking metastasis in 2 patients with gastroesophageal cancer.
2015,Automated radiation therapy treatment plan workflow using a commercial application programming interface.
2014,Unusual presentation of cancer colon.
2014,Abdominal scar recurrence of squamous cell carcinoma of cervix following simple hysterectomy.
2014,Removal of Large 7.6 kg Conjoined Ovarian Tumors Vaginally.
2014,Aggressive angiomyxoma of vulva which grew with pregnancy and attained a huge size rarely seen in literature.
2015,[Efficacy of commercially available vaccines against HPV infection in women: a systematic review and meta-analysis].
2015,[Cost-effectiveness of hepatitis C treatment in slow virologic responders coinfected with HIV].
2015,[Cost-effectiveness of an organized breast cancer screening program in Southern Brazil].
2014,Increased level of serum prostaglandin-2 in early stage of esophageal squamous cell carcinoma.
2020,Prospective Development of Small Molecule Targets to Oncogenic Ras Proteins.
2015,Serotonin: a local regulator in the mammary gland epithelium.
2015,Animal models of bovine leukemia virus and human T-lymphotrophic virus type-1: insights in transmission and pathogenesis.
2015,Pathogenesis and molecular biology of a transmissible tumor in the Tasmanian devil.
2020,"3-amino-4-(3-hexylphenylamino)-4-oxobutyl phosphonic acid (W146), a Selective Antagonist of Sphingosine-1-phospahte Receptor Subtype 1, Enhances AMD3100-stimulated Mobilization of Hematopoietic Stem Progenitor Cells in Animals."
2014,Statins: Can we advocate them for primary prevention of heart disease?
2015,Spinal clear cell meningioma in a 3-year-old: a case report.
2014,Novel therapies in mantle cell lymphoma: a pathway to chemotherapy-free strategies.
2014,The place of transplantation in mantle cell lymphoma.
2014,A case of torsion of a subserosal leiomyoma.
2014,A Case of Perimenopausal Endometrial Cancer in a Woman with MSH2 Germline Mutation.
2014,A case of vaginal cancer with uterine prolapse.
2020,caNanoLab: data sharing to expedite the use of nanotechnology in biomedicine.
2014,Total video-assisted thoracic surgery sleeve lobectomy: suture by both hands.
2014,Surgical treatment of synchronous gastric and esophageal carcinoma: case report and review of literature.
2014,Non-necrotizing Granulomatous Pulmonary Vasculitis Mimicking Lung Cancer on PET/CT.
2014,Left atrial-esophageal fistula repair after radiofrequency catheter ablation for atrial fibrillation.
2014,The role of ventriculoperitoneal shunting in patients with supratentorial glioma.
2020,Decoding the androgen receptor splice variants.
2014,Long-term effects of continuous positive airway pressure treatment on sexuality in female patients with obstructive sleep apnea.
2014,Primary hepatocellular carcinoma (&quot;hepatoid&quot; carcinoma) of the pancreas: a case report and review of the literature.
2014,Multiple bone metastases detected 10 years after mastectomy with silicone reconstruction for DCIS and contralateral augmentation.
2016,[Pancreatic cancer presenting as an umbilical metastasis].
2016,[Bullous reaction after application of a single dose ingenol mebutate].
2016,[Cancer unmasked or provoked by immunosuppressive therapy].
2016,[Oncoplastic breast surgery in Denmark].
2016,[The perioperative management of myasthenia gravis patients].
2016,[Juvenile polyposis syndrome is a rare cause of gastrointestinal cancer].
2016,[Gastric carcinoma is the most frequent Epstein-Barr virus-associated malignancy].
2015,"One hundred and five Kaposi sarcoma patients: a clinical study in Xinjiang, Northwest of China."
2020,Tubal origin of ovarian low-grade serous carcinoma.
2020,Epithelial mesenchymal transition (EMT) in prostate growth and tumor progression.
2020,Research priorities in geriatric oncology for 2013 and beyond.
2020,Yoga as Treatment for Insomnia Among Cancer Patients and Survivors: A Systematic Review.
2020,Stroboscopic Parameters Reported as Voice Outcome Measures in Patients Treated for Laryngeal Cancer: A Systematic Review.
2014,Immunohistochemical Assessment of O(6)-Methylguanine-DNA Methyltransferase (MGMT) and Its Relationship with p53 Expression in Endometrial Cancers.
2014,Differential Role of ERK and p38 on NF- κ B Activation in Helicobacter pylori-Infected Gastric Epithelial Cells.
2014,β-carotene Regulates the Murine Liver Microenvironment of a Metastatic Neuroblastoma.
2014,The Inhibitory Effect of Buddlejasaponin IV on the Growth of YD-10B Human Oral Squamous Cell Carcinoma Cells.
2014,5-Fluorouracil-induced changes of intestinal integrity biomarkers in BALB/c mice.
2014,Steroid hormone intervenes in the endometrial tumorigenesis of pten ablation.
2014,Ovarian cancer biomarker discovery based on genomic approaches.
2014,Short-term Intervention to Revert Premalignant Lesions as Strategy to Prevent Gastrointestinal Cancers.
2014,Recent advances in in vivo genotoxicity testing: prediction of carcinogenic potential using comet and micronucleus assay in animal models.
2014,Oxidative DNA Damage Response in Helicobacter pylori-Infected Mongolian Gerbils.
2014,Quercetin Regulates Sestrin 2-AMPK-mTOR Signaling Pathway and Induces Apoptosis via Increased Intracellular ROS in HCT116 Colon Cancer Cells.
2014,Kaempferol Induces Cell Cycle Arrest in HT-29 Human Colon Cancer Cells.
2014,Morin Induces Heme Oxygenase-1 via ERK-Nrf2 Signaling Pathway.
2014,Global Inactivation of the Pla2g6 Gene in Mice Does Not Cause Dyslipidemia under Chow or High-fat Diet Conditions.
2014,Epigenetic therapies as a promising strategy for overcoming chemoresistance in epithelial ovarian cancer.
2014,Oncogenes and tumor suppressors regulate glutamine metabolism in cancer cells.
2014,Discovery of prognostic factors for diagnosis and treatment of epithelial-derived ovarian cancer from laying hens.
2014,Omega-3 polyunsaturated Fatty acids as potential chemopreventive agent for gastrointestinal cancer.
2014,The effects of physical activity on breast cancer survivors after diagnosis.
2014,The significance of genetics for cholangiocarcinoma development.
2014,Monitoring response to therapy in patients with cancer: is circulating DNA the answer?
2014,FGFR1 as a novel prognostic and predictive biomarker in squamous cell cancers of the lung and the head and neck area.
2014,Concomitant Myeloproliferative and Lymphoid Neoplasms in Two Patients Positive for JAK2 V617F Mutation. Case Report and Literature Review.
2014,Methotrexate Induced Acute Encephalopathy-Occurrence on Re-challenge and Response to Aminophylline.
2014,Hypercalcemia in tumor lysis syndrome.
2014,Variant morphology in multiple myeloma.
2014,Stem cell transplant for juvenile myelomonocytic leukemia and chronic myelomonocytic leukemia.
2014,Multiple myeloma presenting with autoimmune hemolytic anemia.
2015,Primary cutaneous angiosarcoma on the nose in a patient with multiple nonmelanoma skin cancers.
2015,Primary osteosarcoma of the breast.
2015,Managerial experiences on pediatric surgical tumors in Tribhuvan University Teaching Hospital.
2015,Laparoscopic management of benign ovarian masses.
2015,Retinoblastoma: ten years experience at Kanti Children's Hospital.
2015,Hospital admissions for acute myocardial infarction before and after implementation of a comprehensive smoke-free policy in Uruguay: experience through 2010.
2015,Intrapulmonary lipomatosis.
2015,Miniaturized three-dimensional cancer model for drug evaluation.
2015,Integrated cell-based platform to study EGFR activation and transactivation.
2015,Association between dietary vitamin C and risk of cutaneous melanoma in a population of Northern Italy.
2015,Phyllanthus emblica L. fruit extract induces chromosomal instability and suppresses necrosis in human colon cancer cells.
2015,"First reports of proliferative lesions in the great white shark, Carcharodon carcharias L., and bronze whaler shark, Carcharhinus brachyurus Günther."
2014,Is prostate cancer changing?: evolving patterns of metastatic castration-resistant prostate cancer.
2014,Effects of nanoliposomal and pegylated nanoliposomal artemisinin in treatment of breast cancer.
2014,Administering the Optimum Dose of l-Arginine in Regional Tumor Therapy.
2014,Delineation of the Structural Elements of Oriental Liver Fluke PLA2 Isoforms for Potent Drug Designing.
2015,The impact of diagnosis and trait anxiety on psychological distress in women with early stage breast cancer: a prospective study.
2014,Bioprosthetic tissue matrices in complex abdominal wall reconstruction.
2014,Skin lesions after prophylactic mastectomy and immediate reconstruction.
2014,Morcellized Omental Transfer for Severe HIV Facial Wasting.
2014,Breast Reconstruction after a Bilateral Mastectomy Using the BRAVA Expansion System and Fat Grafting.
2014,Latissimus dorsi flap invasion by ductal breast carcinoma after lipofilling.
2014,Obesity-induced Upper Extremity Lymphedema.
2014,Relationship of oestrogen receptor status to depressive symptoms and quality of life in breast cancer patients.
2020,Multiple Mechanisms Contribute To Telomere Maintenance.
2020,Near-infrared fluorescence and nuclear imaging and targeting of prostate cancer.
2020,Implementation of an endoscopy safety checklist.
2020,A Proteomic Study of Human Merkel Cell Carcinoma.
2016,Contrasting radiological presentation of cervical sympathetic chain schwannoma: case series of two cases.
2016,Basaloid squamous cell carcinoma of the oropharynx: comparison of two cases and review of the literature.
2016,[Operation treatment results of laryngeal cancer in different types of partial laryngectomy based on own material].
2019,"HIV: seek, test, treat, and retain."
2014,Differentiated thyroid cancer and pregnancy.
2015,Can multiparametric MRI and FDG-PET predict outcome in diffuse brainstem glioma? A report from a prospective phase-II study.
2014,What are important for patient centered care? A quantitative study based on perception of patients' with cancer.
2014,Thyroid diseases in patients with acromegaly.
2014,Enzymatic activity of type 1 iodothyronine deiodinase in selected liver tumors.
2014,"Proceedings of Eighth International Hematologic Malignancies 2012 Conference, October 10-14, 2012, Houston, TX."
2020,Ionic Liquid-Based Fluorescein Colorimetric pH Nanosensors.
2020,Casein Kinase 2: a novel player in glioblastoma therapy and cancer stem cells.
2015,Three percent weight reduction is the minimum requirement to improve health hazards in obese and overweight people in Japan.
2014,Palliative Care for the End-of-Life Cancer Patients in the Emergency Department in Iran.
2014,Severe hypertension and encephalopathy due to Renin-producing hepatoblastoma.
2014,Resiliency and quality of life in patients with cancer: moderating role of duration of awareness of cancer.
2014,Translation Elongation Rate Measurement of Epstein-Barr Virus Strain GD1.
2014,Alteration of the k-ras gene expression in atypical and nonatypical hyperplastic endometrium.
2014,Aqueous Extract of Lavender Angustifolia Inhibits Lymphocytes Proliferation of Hodgkin's Lymphoma Patients.
2014,Concurrent Chemoradiotherapy without Brachytherapy in Locally Advanced Cervical Cancer.
2014,Obesity as an important risk factor for certain types of cancer.
2014,The Association between Polymorphismsin Insulin and Obesity Related Genesand Risk of Colorectal Cancer.
2015,Pleomorphic xanthoastrocytoma arising from olfactory groove: a rare location for a rare tumor.
2015,Delayed time from first medical visit to diagnosis for breast cancer patients in Taiwan.
2015,[A rare cause of pulmonary opacities: Lung localization of Waldenström's macroglobulinemia].
2015,[Safety of reintroduction of erlotinib at low doses following hand-foot syndrome induced by erlotinib treatment for a Pancoast-Tobias tumour].
2015,[An unusual mediastinal mass].
2015,[Severe pulmonary involvement in the course of type 1 neurofibromatosis].
2015,[Paclitaxel-bevacizumab is a possible alternative as salvage chemotherapy in advanced non-small cell bronchial carcinoma].
2015,[Retrospective analysis of 50 thymic epithelial tumors in Rennes university hospital].
2020,Androgen receptor genomic regulation.
2014,An overview of translational (radio)pharmaceutical research related to certain oncological and non-oncological applications.
2015,Coexistence of gastrointestinal stromal tumor and hepatocellular carcinoma.
2020,"The effect of novel rhenium compounds on lymphosarcoma, PC-3 prostate and myeloid leukemia cancer cell lines and an investigation on the DNA binding properties of one of these compounds through electronic spectroscopy."
2020,"Knowledge, attitudes and practices of Ugandan men regarding prostate cancer."
2015,Renal cell carcinoma accompanied by venous invasion and inferior vena cava thrombus: classification and operative strategies for the vascular surgeon.
2014,Kinetic Modeling Application to (18)F-fluoroethylcholine Positron Emission Tomography in Patients with Primary and Recurrent Prostate Cancer Using Two-tissue Compartmental Model.
2015,An integrated view of cultural perceptions of cancer among Arab people in Israel.
2014,The innate immune system as mediator of systemic DNA damage responses.
2014,Sentinel lymph node biopsy in breast cancer: predictors of axillary and non-sentinel lymph node involvement.
2014,Inflammatory myofibroblastic tumor of the gallblader.
2014,The status of telomerase enzyme activity in benign and malignant gynaecologic pathologies.
2014,Learning tasks as a possible treatment for DNA lesions induced by oxidative stress in hippocampal neurons.
2014,Imaging and clinical properties of inflammatory demyelinating pseudotumor in the spinal cord.
2014,Electroacupuncture at He-Mu points reduces P2X4 receptor expression in visceral hypersensitivity.
2014,Digital dental photography: a contemporary revolution.
2014,Therapeutic activation of macrophages and microglia to suppress brain tumor-initiating cells.
2015,Human mitochondrial genome flaws and risk of cancer.
2015,[Ectopic parathyroid adenoma].
2015,Prognostic value of O-6-methylguanine-DNA methyltransferase loss in salivary gland carcinomas.
2016,Comparison of clinical characteristics and prognostic factors of combined pulmonary fibrosis and emphysema versus idiopathic pulmonary fibrosis alone.
2015,Scavenging strategy for specific activity improvement: application to a new CXCR4-specific cyclopentapeptide positron emission tomography tracer.
2015,Multifunctional targeted therapy system based on (99m) Tc/(177) Lu-labeled gold nanoparticles-Tat(49-57)-Lys(3) -bombesin internalized in nuclei of prostate cancer cells.
2015,Synthetic approach for unsaturated precursors for parahydrogen induced polarization of choline and its analogs.
2015,BRAF inhibitor (vemurafenib) concurrent with radiation therapy for metastatic melanoma producing severe skin and oral cavity reactions.
2015,Deriving patient-specific planning target volume for partial bladder image guided radiation therapy.
2015,A prospective feasibility study of respiratory-gated proton beam therapy for liver tumors.
2015,The role of whole-brain radiation therapy after stereotactic radiation surgery for brain metastases.
2015,Introduction of moderate deep inspiration breath hold for radiation therapy of left breast: Initial experience of a regional cancer center.
2015,Delivery of definitive dose external beam radiation in close proximity to an implanted deep brain stimulator.
2015,Assessment of nonrespiratory stomach motion in healthy volunteers in fasting and postprandial states.
2015,Prospective peer review quality assurance for outpatient radiation therapy.
2015,Prognosis of probability of BRCA1 and BRCA2 mutations carriage in women with compromised family history of breast and/or ovarian cancer.
2015,"Clinical risk factors of thrombosis in patients with Ph-negative myeloproliferative neoplasms, who had experienced radiation exposure due to the Chornobyl accident."
2015,Role of radiosensitivity and radioresistance genetic markers in hematological and cardiovascular disease in persons exposed after the Chornobyl accident.
2015,Effect of RBC concentrate transfusions on serum ferritin content in children with acute leukaemia.
2015,Multiple myeloma among Chornobyl accident clean-up workers - state and perspectives of analytical study.
2015,Structural and functional thyroid abnormalities in patients with dyshormonal breast disorders and tumors.
2015,Age and gender patterns of thyroid cancer incidence in Ukraine depending on thyroid radiation doses from radioactive iodine exposure after the Chornobyl NPP accident.
2015,Berkson errors in radiation dose assessments and their impact on radiation risk estimates.
2014,Overview and management of cardiac and pulmonary adverse events in patients with relapsed and/or refractory multiple myeloma treated with single-agent carfilzomib.
2014,Incidence and management of renal adverse events in patients with relapsed and/or refractory multiple myeloma treated with single-agent carfilzomib.
2014,Management of hematologic adverse events in patients with relapsed and/or refractory multiple myeloma treated with single-agent carfilzomib.
2014,Peripheral neuropathy experience in patients with relapsed and/or refractory multiple myeloma treated with carfilzomib.
2014,Managing adverse events of multiple myeloma and anti-multiple myeloma treatment: a perspective on carfilzomib.
2014,A customized finger brachytherapy carrier.
2014,A systematic review of current understanding and management of mastalgia.
2020,Distinct pattern of chromosomal alterations and pathways in tongue and cheek squamous cell carcinoma.
2016,Axillary web syndrome after transaxillary robotic thyroidectomy.
2016,Lower Urinary Tract Symptoms are Associated with Erectile Function and Psychological Symptoms in Men with Late-Onset Hypogonadism Syndrome.
2015,Experience with trabectedin in an advanced sarcoma patient on peritoneal dialysis for end-stage renal failure.
2014,Intermittent attendance at breast cancer screening.
2014,The utility of cancer-related cultural constructs to understand colorectal cancer screening among african americans.
2014,A pilot study of the efficacy and safety of empiric daptomycin therapy in oncology patients with fever and severe neutropenia.
2014,"Blastocystis, an unrecognized parasite: an overview of pathogenesis and diagnosis."
2014,Hybrid single photon emission computed tomography/computed tomography sulphur colloid scintigraphy in focal nodular hyperplasia.
2014,Validation of the distress thermometer worldwide: state of the science.
2015,Clinical and histologic characteristics of clinically unsuspected melanomas.
2016,Malposition of peripherally inserted central catheter: experience from 3012 cancer patients.
2016,Quality of life of caregivers: a cross-sectional study.
2016,The effect of aromatherapy and massage administered in different ways to women with breast cancer on their symptoms and quality of life.
2016,Needs for end-of-life care by home care nurses among non-cancer patients in Korea and Japan.
2014,Management of pathological fracture in patients with primary hyperparathyroidism.
2020,The Development of a Minority Recruitment Plan for Cancer Clinical Trials.
2019,Benchmark measurements and simulations of dose perturbations due to metallic spheres in proton beams.
2014,Magnetic resonance lymphography (MRL): point and counter-point.
2014,The use of bioimpedance spectroscopy to monitor therapeutic intervention in patients treated for breast cancer related lymphedema.
2014,An evaluation of total disintegration time for three different doses of sublingual fentanyl tablets in patients with breakthrough pain.
2014,Paraneoplastic motor neuron disease associated with breast cancer.
2020,Microbial Infection and Rheumatoid Arthritis.
2020,The determinants of head and neck cancer: Unmasking the PI3K pathway mutations.
2019,Clinical Correlates of Autosomal Chromosomal Abnormalities in an Electronic Medical Record-Linked Genome-Wide Association Study: A Case Series.
2015,[Caloric restriction: about its positive metabolic effects and cellular impact].
2015,[Acute pancreatitis and afferent loop syndrome. Case report].
2015,[Adnexal neoplasms in the context of skin cancer: trichilemmal carcinoma. Apropos of a case].
2015,[Intracranial tumor behavior of plasma cell neoplasms. Report of 2 cases and literature review].
2015,[Temporary disability in operated spine patients. Preliminary report].
2015,[Ascertaining a Venezuelan oil town's health conditions].
2015,[Colombian experience regarding skin cancer: healthcare-related barriers to access to healthcare and bureaucratic itineraries].
2015,On stand by: host genetics of HIV control.
2019,Evaluation of incidental thyroid cancer in patients with thyroidectomy.
2019,"Role of interleukin-6, gamma interferon and adenosine deaminase markers in management of pleural effusion patients."
2016,Non-infectious skin disease in Indigenous Australians.
2020,Infections and inflammation in prostate cancer.
2020,Fertility Preservation for Prepubertal Girls: Update and Current Challenges.
2014,Effects of living at higher altitudes on mortality: a narrative review.
2020,EFFECTS OF POLYMERIC NANOPARTICLE SURFACE PROPERTIES ON INTERACTION WITH BRAIN TUMOR ENVIRONMENT.
2019,Synthesis of a Macrocycle Based on Linked Amino Acid Mimetics (LAAM).
2019,Asymmetric Synthesis of the C1-C6 Portion of the Psymberin Using an Evans Chiral Auxiliary.
2015,Nanosize drug delivery system.
2015,Translational global health: from shortage to science to service.
2015,Vitamin D: hero or hype.
2015,The role of interventional radiology in management of benign and malignant gynecologic diseases.
2020,Pilot Testing and Preliminary Psychometric Validation of the Polish Translation of the EORTC INFO25 Questionnaire: Validation of the Polish version of INFO25-pilot study.
2020,High-Performance Computational Analysis of Glioblastoma Pathology Images with Database Support Identifies Molecular and Survival Correlates.
2014,Pseudoaneurysm of the gastroduodenal artery following pancreatoduodenectomy. Stenting for hemorrhage.
2014,[Structuring a palliative care service in Brazil: experience report].
2014,[Morphine as first medication for treatment of cancer pain].
2015,Benchmarking government action for obesity prevention--an innovative advocacy strategy.
2015,Association of body mass index and prostate cancer mortality.
2015,Hypogonadal obese men with and without diabetes mellitus type 2 lose weight and show improvement in cardiovascular risk factors when treated with testosterone: an observational study.
2014,[Protective effects of total epimedium flavonoids against QA-induced toxicity in SH-SY5Y cells].
2020,Drosophila Eye Nuclei Segmentation Based on Graph Cut and Convex Shape Prior.
2014,Nonbacterial thrombotic endocarditis in pancreatic cancer.
2014,The effect of neck dissection on quality of life in patients with differentiated thyroid cancer.
2014,Neck dissection with cervical sensory preservation in thyroid cancer.
2014,The prognostic implication and potential role of BRAF mutation in the decision to perform elective neck dissection for thyroid cancer.
2014,The pros and cons of prophylactic central neck dissection in papillary thyroid carcinoma.
2014,The pros and cons of routine central compartment neck dissection for clinically nodal negative (cN0) papillary thyroid cancer.
2014,Involvement of level IIb lymph node metastasis and dissection in thyroid cancer.
2014,Technical hints and potential pitfalls in modified radical neck dissection for thyroid cancer.
2014,An example of lumpectomy for lower inner quadrant breast cancer with 1(st) level oncoplastic reconstruction by glandular splitting.
2014,Oncoplastic options in breast conservative surgery.
2014,Oncoplastic breast conserving surgery.
2014,"Oncoplastic breast surgery: indications, techniques and perspectives."
2014,Minimizing incisional dehiscence following 2-stage prosthetic breast reconstruction in the setting of radiation therapy.
2014,Axillary dissection versus no axillary dissection in patients with sentinel-node micrometastases: commentary on the IBCSG 23-01 Trial.
2014,Long term outcomes reporting the safety of breast conserving therapy compared to mastectomy: 20-year results of EORTC 10801.
2014,Unique presentation of cerebellopontine angle choroid plexus papillomas: case report and review of the literature.
2019,Synthetic studies on lemonomycin: construction of the tetracyclic core.
2014,[Dying with cancer: Hollywood lessons].
2014,[Educational intervention for self-management of continuous drainage in the postoperative period of mastectomy].
2015,Studies of human sex ratios at birth may lead to the understanding of several forms of pathology.
2014,Trends in use and cost of initial cancer treatment in Ontario: a population-based descriptive study.
2014,"Stage, treatment and outcomes for patients with breast cancer in British Columbia in 2002: a population-based cohort study."
2014,Trends in compensation for deaths from occupational cancer in Canada: a descriptive study.
2020,Methylated Bone Morphogenetic Protein 3 (BMP3) Gene: Evaluation of Tumor Suppressor Function and Biomarker Potential in Biliary Cancer.
2020,Predicting mechanism of biphasic growth factor action on tumor growth using a multi-species model with feedback control.
2014,Role of FDG PET-CT in asymptomatic epithelial ovarian cancer with rising serum CA-125: a pilot study.
2014,Littoral cell angioma: review of the literature and case report.
2014,An unusual case of mycosis fungoides with high proliferation index and C-MYC/8q24 translocation.
2019,Cancer spending and accountable care organizations: Evidence from the Physician Group Practice Demonstration.
2015,Factors affecting tumor ablation during high intensity focused ultrasound treatment.
2015,Treatment outcome for gastric mucosa-associated lymphoid tissue lymphoma according to Helicobacter pylori infection status: a single-center experience.
2020,The Aryl Hydrocarbon Receptor: A Target for Breast Cancer Therapy.
2015,Cost information of chemotherapy for cervical and endometrial cancer in Japan.
2015,[Giant abscessed urachal cyst in adult. Case report].
2015,[Appendicovesical fistula treated with elective laparoscopic surgery].
2015,[Low grade fibromixoid sarcoma: a purpose of 3 cases and review of the bibliography].
2015,[Carcinosarcoma of the breast a rare entity with fatal prognosis. One case report].
2015,[Malignant mesothelioma risk factors: experience in the General Hospital of Mexico].
2015,[Breastfeeding: health benefits for child and mother].
2014,Is stereotactic ablative radiotherapy an alternative to surgery in operable stage I non-small cell lung cancer?
2014,Rare breast tumors: Review of the literature.
2014,Evidence based radiation oncology with existing technology.
2014,Intraoperative radiation therapy opportunities for clinical practice normalization: Data recording and innovative development.
2014,Toxicity outcome in patients treated with modulated arc radiotherapy for localized prostate cancer.
2014,Combating oxidative stress as a hallmark of cancer and aging: Computational modeling and synthesis of phenylene diamine analogs as potential antioxidant.
2014,Therapeutic approaches to drug targets in atherosclerosis.
2015,Congenital intraosseous cavernous hemangioma of the skull: an unusual case.
2015,"First-line combination chemotherapy with cisplatin, etoposide and ifosfamide for the treatment of disseminated germ cell cancer: re-evaluation in the granulocyte colony-stimulating factor era."
2015,Addition of taxane to induction therapy in head and neck malignancies: a systematic review and meta-analysis of randomized controlled trials.
2020,Nucleic Acid Aptamers as Potential Therapeutic and Diagnostic Agents for Lymphoma.
2015,Development and testing of a single frequency terahertz imaging system for breast cancer detection.
2015,Temperature-dependent terahertz imaging of excised oral malignant melanoma.
2015,Pharmacological interventions to treat or prevent neurocognitive decline after brain radiation.
2015,Aggressive behavior and anaplasia in pleomorphic xanthoastrocytoma: a plea for a revision of the current WHO classification.
2015,Emerging methods for disease monitoring in malignant gliomas.
2015,Molecular prognostic factors in glioblastoma: state of the art and future challenges.
2015,Molecular neuro-oncology: a forward-looking perspective.
2015,What is the best way to evaluate clinical target volume for radiotherapy of brain tumors?
2015,First-line bevacizumab for glioblastoma: what do recent Trail results mean for future treatment?
2015,The unfolded protein response in glioblastomas: passing the stress test.
2015,Cancer stem cells: moving past the controversy.
2015,Strategies to accelerate diagnosis of primary brain tumors at the primary-secondary care interface in children and adults.
2015,Role of stereotactic body radiotherapy in spinal metastasis and subsequent fracture risk: identifying and treating the at-risk patient.
2015,What is the most appropriate clinical target volume for glioblastoma?
2015,Bevacizumab for acute neurologic deterioration in patients with glioblastoma.
2015,Magnetic resonance spectroscopic imaging in the era of pseudoprogression and pseudoresponse in glioblastoma patient management.
2015,Oncolytic virotherapy for gliomas: steps toward the future.
2015,Medulloblastoma: recurrence and metastasis.
2015,Targeting of histone deacetylases in brain tumors.
2015,Emerging biomarkers in anaplastic oligodendroglioma: implications for clinical investigation and patient management.
