year,title
2012,The importance of families to adolescents' physical activity and dietary intake.
2012,The economic impact of adolescent health promotion policies and programs.
2019,Coexistence of Obesity and Anemia in Older Mexican Adults.
2012,Prioritizing risk factors to identify preventive interventions for economic assessment.
2012,Fatty acid synthase inhibitors separated from oiltea camellia by high-speed counter-current chromatography.
2012,Two unsaturated fatty acids with potent α-glucosidase inhibitory activity purified from the body wall of sea cucumber (Stichopus japonicus).
2012,[The saliva cortisol level test using the automatic immunochemical analyzer Cobas e601 (Roche) to diagnose endogenous hypercorticalism in patients with obesity].
2012,[Association of obesity and other cardiovascular risk factors with stroke the Japan Arteriosclerosis Longitudinal Study--Existing Cohorts Combined (JALS-ECC)].
2012,Nuclear receptors and AMPK: resetting metabolism.
2012,Site-specific circadian expression of leptin and its receptor in human adipose tissue.
2012,[Impact of a national treatment program in overweight adults women in primary care centers].
2012,[Subclinical hypothyroidism and cardiovascular risk factors].
2012,Waist circumference is better associated with high density lipoprotein (HDL-c) than with body mass index (BMI) in adults with metabolic syndrome.
2012,Effect of maternal obesity on lactation: systematic review.
2012,[Meal replacement efficacy on long-term weight loss: a systematic review].
2012,Preoperative weight loss in patients with indication of bariatric surgery: which is the best method?
2012,[Guidelines for specialized nutritional and metabolic support in the critically-ill patient. Update. Consensus of the Spanish Society of Intensive Care Medicine and Coronary Units-Spanish Society of Parenteral and Enteral Nutrition (SEMICYUC-SENPE): patient with polytrauma].
2012,[Guidelines for specialized nutritional and metabolic support in the critically ill-patient. Update. Consensus of the Spanish Society of Intensive Care Medicine and Coronary Units-Spanish Society of Parenteral and Enteral Nutrition (SEMICYUC-SENPE): obese patient].
2012,"The centre for healthy weights--shapedown BC: a family-centered, multidisciplinary program that reduces weight gain in obese children over the short-term."
2012,Glutathione peroxidase activity in obese and nonobese diabetic patients and role of hyperglycemia in oxidative stress.
2012,A clinical study on the role of Agnimanthadi compound in the management of Sthaulya (obesity).
2012,A study on Vasantika Vamana (therapeutic emesis in spring season) - A preventive measure for diseases of Kapha origin.
2012,[Factors associated with overweight and obesity in children in Ouagadougou (Burkina Faso)].
2012,The role of mineralocorticoid receptor antagonists in patients with American College of Cardiology/American Heart Association stage B heart failure.
2012,Transcriptome profile analysis of porcine adipose tissue by high-throughput sequencing.
2012,"[Intestinal microbiota, obesity and insulin resistance]."
2012,Position of intragastric balloons in global initiative for obesity treatment.
2012,Effects of body mass index on adolescents' social comparisons and body cathexis in Istanbul.
2012,The prevalence of depression and anxiety in seafarers type 2 diabetic patients.
2012,The effect of 8 week pilates exercise on body composition in obese women.
2012,Bariatric surgery for severe obesity.
2012,Interferon-gamma - Inducible Inflammation: Contribution to Aging and Aging-Associated Psychiatric Disorders.
2012,Periconceptional influences on offspring sex ratio and placental responses.
2012,The impact of obesity on oocytes: evidence for lipotoxicity mechanisms.
2012,[Metabolic disorders and cardiovascular risk factors observed in patients infected by the HIV with antiretroviral therapy in Burkina Faso].
2012,[Nutritional status and dietary diversity in nomadic and sedentary rural women on the southeast bank of Lake Chad].
2014,Discovery of a potent thiadiazole class of histamine h3 receptor antagonist for the treatment of diabetes.
2012,The Association Between the Uncoupling Protein-1 Gene A-3826G Polymorphism and High-density Lipoprotein Cholesterol in A General Japanese Population: A Consideration of the Obesity Status.
2012,"[Inactivity, obesity and mental health in the Spanish population from 4 to 15 years of age]."
2012,Policy instruments used by States seeking to improve school food environments.
2012,Protecting young people from junk food advertising: implications of psychological research for First Amendment law.
2012,Sensitivity and specificity of waist circumference as a single screening tool for identification of overweight and obesity among Malaysian adults.
2012,"Transforming growth factor-beta1 (509 C/T, 915 G/C, 869 T/C) polymorphisms are not related to obesity in Turkish children."
2020,Molecular and Pathophysiological Features of Angiotensinogen: A Mini Review.
2012,Sleep disorders in morbid obesity.
2012,[Diabetes in Mexico. CARMELA study].
2012,Lipid levels in obese and nonobese subjects as predictors of fasting and postload glucose metabolism.
2012,Difference between calculated and direct-measured low-density lipoprotein cholesterol in subjects with diabetes mellitus or taking lipid-lowering medications.
2012,[Body mass changes during pregnancy and concentration of insulin and neuropeptide Y in women with regard to the BMI].
2012,[Maternal body mass index and gestational weight gain and their association with perinatal outcome in women with gestational diabetes].
2012,Prevalence of diastasis recti abdominis in the population of young multiparous adults in Turkey.
2012,"[Glucose, body mass index and pre-neoplastic lesions in the cervix]."
2012,Transcriptomic profiles of peripheral white blood cells in type II diabetes and racial differences in expression profiles.
2012,Adverse pregnancy outcomes with assisted reproductive technology in non-obese women with polycystic ovary syndrome: a case-control study.
2012,The association between reactive oxygen metabolites and metabolic syndrome in asymptomatic Japanese men.
2012,Epidemiology and social networks.
2012,[Analysis of the odds ratio for developing breast cancer in women].
2012,Role of adipokines and hormones of obesity in childhood asthma.
2012,Diagnostic value of bioelectrical impedance analysis versus body mass index for detection of obesity among students.
2012,Lipocalin-2: Response to a Progressive Treadmill Protocol in Obese and Normal-weight Men.
2012,What is the relationship between type 2 diabetes mellitus and urolithiasis?
2012,Childhood obesity and child neglect.
2012,A multicenter study of bipolar disorder among emergency department patients in Latin-American countries.
2012,[Comorbid states in paediatric and adolescent obesity. A simplified approach to their diagnosis: the metabolic syndrome].
2012,[Risk factors for stroke].
2012,[Influence of glucose homeostasis on maturation and ontogenesis of fetus].
2012,What modifiable risk factors lead to strokes in our part of the world?
2012,Anthropometric measurements as a risk for hypertensive disorders in pregnancy: a hospital based study in South Asian population.
2012,Prevalence and risk factors for diabetes mellitus in a selected urban population of a city in Punjab.
2012,Effects of major depression on obesity.
2012,Obstructive sleep apnea.
2012,Low-income children's reported motivators of and barriers to healthy eating behaviors: a focus group study.
2012,On the frontline: pediatric obesity in the emergency department.
2012,Significance of plasma C-peptide in obese African American adolescents.
2012,Altered or Impaired Immune Response to Hepatitis B Vaccine in WNIN/GR-Ob Rat: An Obese Rat Model with Impaired Glucose Tolerance.
2012,The effect of multidisciplinary lifestyle intervention on the pre- and postprandial plasma gut Peptide concentrations in children with obesity.
2012,Inhibitory effects of Ecklonia cava extract on high glucose-induced hepatic stellate cell activation.
2012,A novel use of endoscopic cutter: Endoscopic retrieval of a retained nasogastric tube following a robotically assisted laparoscopic biliopancreatic diversion with duodenal switch.
2012,Noni-based nutritional supplementation and exercise interventions influence body composition.
2012,Upper airway sagittal dimensions in obstructive sleep apnea (OSA) patients and severity of the disease.
2013,Comment on: Prospective changes in body image dissatisfaction among adolescent bariatric patients: the importance of body size estimation.
2012,Metabolic syndrome in small fiber sensory neuropathy.
2012,"The metabolic syndrome among patients with cardiovascular disease in Accra, Ghana."
2012,Analysis of lung function tests at a teaching hospital.
2012,Skeletonized internal thoracic artery is associated with lower rates of mediastinitis in elderly undergoing coronary artery bypass grafting surgery.
2012,Frequency of silent myocardial ischaemia in diabetics: a single centre study.
2012,Polycystic ovaries in adolescent girls from Rawalpindi.
2012,Frequency of factors associated with knee osteoarthritis.
2012,Frequency of metabolic syndrome in patients with ischaemic heart disease.
2012,Obesity-associated distress in Lebanese adolescents: an exploratory look at a large cohort of students.
2013,SRT1720 improves survival and healthspan of obese mice.
2012,Impact of obesity on childhood kidney.
2013,The serotonin-6 receptor as a novel therapeutic target.
2012,Addiction to highly pleasurable food as a cause of the childhood obesity epidemic: a qualitative Internet study.
2012,Gender differences in functional limitations among Canadians with arthritis: the role of disease duration and comorbidity.
2012,[Prevention of infant obesity].
2012,[Importance of infant feeding during the first year of life].
2012,[An update on pediatric nutrition for general physicians].
2012,Efficacy and safety of early versus late titration of fixed-dose irbesartan/hydrochlorothiazide: ACTUAL study.
2012,[Change of awareness level of the Japanese Food Guide Spinning Top and relation with sociodemographic and health-related characteristics].
2012,"A report from the 47th European Association for the Study of Diabetes annual meeting (September 12-16, 2011 - Lisbon, Portugal)."
2012,Phentermine/topiramate for weight reduction and treatment of adverse metabolic consequences in obesity.
2020,What the radiologist needs to know about the diabetic patient.
2012,Prevalence and anthropometric risk of metabolic syndrome in taiwanese adolescents.
2012,A study of pathogenesis of acanthosis nigricans and its clinical implications.
2012,The possible role of trauma in skin tags through the release of mast cell mediators.
2012,Isolating the effect of major depression on obesity: role of selection bias.
2014,[Association between mannose-binding-lectin gene and type 2 diabetic patients in Chinese population living in the northern areas of China].
2012,Abdominal obesity in females: a problem in South Asia receiving insufficient attention.
2012,Association between measures of obesity and colorectal adenoma.
2012,Lipopolysaccharide-enhanced early proliferation of insulin secreting NIT-1 cell is associated with nuclear factor-kappaB- mediated inhibition of caspase 3 cleavage.
2012,Altered nuclear factor-kappaB inducing kinase expression in insulin-resistant mice.
2012,Hypoadiponectinemia predicts impaired endothelium-independent vasodilation in newly diagnosed type 2 diabetic patients: an 8-year prospective study.
2012,Cardiovascular disease prevention: a basic but evolving goal for medicine.
2012,[Prevalence of renal insufficiency in individuals with obesity].
2013,[Relationship between rs3865418 polymorphism of neural precursor cell expressed developmentally downregulated 4-like gene and obesity in Kazakh general population].
2013,Risk factors of chronic neck pain: a prospective study among middle-aged employees.
2012,"Age, body mass index and severity of primary chronic venous disease."
2012,Adipocyte fatty acid binding protein and C-reactive protein levels as indicators of insulin resistance development.
2014,[Association between self-assessed somatotypes and symptom depression among children and adolescents].
2013,Proposal for a bariatric mortality risk classification system for patients undergoing bariatric surgery.
2013,[Impact of obesity and hypertension on left atrium size].
2012,[Evaluation on the effectiveness of community intervention on hypertension related knowledge in mid-western rural area of Shandong province].
2012,[The obesity and way for treatment].
2012,[Markers of metabolic syndrome and peptides regulating metabolism in survivors of childhood acute lymphoblastic leukemia].
2012,"[Prevalence of age, gender and body weight on the frequency of hypertension and diabetes mellitus in patients hospitalized in cardiology department]."
2012,[Correlation between retinal artery atherosclerosis and renal dysfunction in non-diabetic urban subjects aged over 40 during routine physical examinations].
2014,[Meta-analysis on the relationship between leptin receptor Gln223Arg and Pro1019Pro gene polymorphism and obesity in the Chinese population].
2014,"[Epidemiological study on the association between obesity with metabolic syndrome in obese children and adolescents of Nanning city, Guangxi]."
2014,[Prevalence regarding weight misperception and related influencing factors among residents in Guangdong province].
2012,[Effects of hemoglobin levels on long-term prognosis in patients with acute ST-segment elevation myocardial infarction undergoing primary percutaneous coronary intervention].
2012,Overweight and obesity as risk factors in hypertension--study of the working population.
2012,Emerging perspectives on essential amino acid metabolism in obesity and the insulin-resistant state.
2012,"Research advances at the Institute for Nutritional Sciences at Shanghai, China."
2012,"Shields M., Carroll M.D., Ogden C.L. adult obesity prevalence in Canada and the United States. NCHS data brief no. 56, Hyattsville, MD: National Center for Health Statistics, 2011."
2012,(n-3) Fatty acids alleviate adipose tissue inflammation and insulin resistance: mechanistic insights.
2012,Use of dietary indexes among children in developed countries.
2012,Effects of adiposity on plasma lipid response to reductions in dietary saturated fatty acids and cholesterol.
2012,Dietary education in school-based childhood obesity prevention programs.
2012,"A narrative review of physical activity, nutrition, and obesity to cognition and scholastic performance across the human lifespan."
2012,A review of the literature on policies directed at the youth consumption of sugar sweetened beverages.
2012,From an inactive and obese to a fit child: how long is the way? Czech experiences.
2012,Healthy eating at school to compensate for the activity-related obesigenic lifestyle in children and adolescents: the Quebec experience.
2012,Childhood obesity: are we all speaking the same language?
2012,Introduction: the first forum on child obesity interventions.
2012,Nut consumption is associated with decreased health risk factors for cardiovascular disease and metabolic syndrome in U.S. adults: NHANES 1999-2004.
2012,Obesity in rhesus and cynomolgus macaques: a comparative review of the condition and its implications for research.
2012,Morphometric variables related to metabolic profile in captive chimpanzees (Pan troglodytes).
2012,Murine norovirus increases atherosclerotic lesion size and macrophages in Ldlr(-/-) mice.
2012,Southern Remedy's healthy living: a portion and calorie control program for Mississippi.
2012,"[Health-related quality of life and factors associated with overweight and obesity in the pediatric population of Catalonia, Spain]."
2012,Correlation between insulin resistance and breast elasticity heterogeneity measured by shear wave elastography in premenopausal women - a pilot study.
2012,Reduced coenzyme Q(10) in female smokers and its association with lipid profile in a young healthy adult population.
2012,Obesity alters the expression profile of clock genes in peripheral blood mononuclear cells.
2012,Effects of different degrees of insulin sensitivity on endothelial function in obese patients.
2012,Nurse practitioner attitudes and treatment practices for childhood overweight: how do rural and urban practitioners differ?
2012,[Secondary peritonitis prognosis assessment].
2012,Hard to stomach.
2012,Early experience with diagnosis and management of eroded gastric bands.
2012,Body size and thyroid nodules in healthy Korean population.
2012,[Clinical characteristics and perinatal outcomes of non-overweight/obese pregnant women with polycystic ovary syndrome].
2012,[Meta-analysis of intervention effects on obesity in Chinese pupils].
2015,[Association between marital status and prevalence of peripheral arterial disease among Beijing residents: a cross-sectional study].
2015,"[Association between overweight, obesity and arterial stiffness in community residents]."
2012,Body mass index measurement in schools: partnering with oral health.
2012,Condliff v North Staffordshire Primary Care Trust: can human rights redress inequities in United Kingdom and Australian cost-containment-driven health care reforms?
2012,Body contouring surgery for military personnel following massive weight loss.
2012,Risk factors for non-alcoholic fatty liver disease in a Chinese population.
2012,Comparison of VO2max in obese and non-obese young Indian population.
2012,High susceptibility to zymbal gland and intestinal carcinogenesis in diabetic Otsuka long-evans Tokushima Fatty rats.
2020,A Hybrid Bayesian Network/Structural Equation (BN/SEM) Modeling Approach for Detecting Physiological Networks for Obesity-related Genetic Variants.
2012,"Childhood obesity: complications, prevention strategies, treatment."
2012,"Childhood obesity: understanding the causes, beginning the discussion."
2012,Prevalence and determinants of obesity in the adult population of Kanpur district -- a population-based study.
2012,Barrett's metaplasia in Indian obese male patients with gastro-oesophageal reflux disease.
2012,Comparison of different methods to estimate BMR in adoloscent student population.
2012,Effect of a high nutrient density diet on long-term weight loss: a retrospective chart review.
2012,"Association of the physical activity with leptin blood serum level, body mass indices and obesity in schoolgirls."
2012,Asthma diagnosis is not associated with obesity in a population of adults from Madrid.
2012,Anti-adipogenic activity of Cordyceps militaris in 3T3-L1 cells.
2012,Heart rate variability and metabolic syndrome in hospitalized patients with schizophrenia.
2012,Preconception counseling.
2012,Increase of plasma fatty acids without changes in n-6/n-3-PUFA ratio in asymptomatic obese subjects.
2012,Homozygosity for two missense mutations in the leptin receptor gene (P316:W646C) in a Turkmenian girl with severe early-onset obesity.
2012,Health promotion intervention in Arab-Israeli kindergarten children.
2012,Obesity and associated cardiovascular risk factors among schoolchildren in Greece: a cross-sectional study and review of the literature.
2012,"Circulating adipocyte fatty acid-binding protein, juvenile obesity, and metabolic syndrome."
2012,Retinol binding protein 4 is associated with adiposity-related co-morbidity risk factors in children.
2012,The prevalence of non-alcoholic fatty liver disease and metabolic syndrome in obese children.
2012,The endocrine spectrum of intracranial cysts in childhood and review of the literature.
2020,"Neopterin, a Marker of Interferon-Gamma-Inducible Inflammation, Correlates with Pyridoxal-5'-Phosphate, Waist Circumference, HDL-Cholesterol, Insulin Resistance and Mortality Risk in Adult Boston Community Dwellers of Puerto Rican Origin."
2012,Amylin-leptin coadministration stimulates central histaminergic signaling in rats.
2012,[Priorities of secondary prevention of ischemic heart disease in conditions of a depressive region: preliminary results of the North Caucasian project].
2012,Alström syndrome with acanthosis nigricans: a case report and literature review.
2012,Detection of possible restriction sites for type II restriction enzymes in DNA sequences.
2012,The Malaysian Childhood Obesity Treatment Trial (MASCOT).
2012,"No association of peptide tyrosine-tyrosine (PYY) gene R72T variant with obesity in the Kampar Health Clinic cohort, Malaysia."
2012,Familial and socio-environmental predictors of overweight and obesity among primary school children in Selangor and Kuala Lumpur.
2012,"Sex-, diet-, and cancer-dependent epistatic effects on complex traits in mice."
2012,Developmental programming in response to maternal overnutrition.
2012,The obesity epidemic: from the environment to epigenetics - not simply a response to dietary manipulation in a thermoneutral environment.
2012,BDNF contributes to the genetic variance of milk fat yield in german holstein cattle.
2012,Downsizing pregnancy complications: a study of paired pregnancy outcomes before and after bariatric surgery.
2014,Gastrostomy tube placement in gastric remnant at gastric bypass: a rat model for selective gut stimulation.
2012,Estimation of glomerular filtration rate using serum cystatin C in overweight and obese subjects.
2012,"Association between cigarette smoking and socio-demographics, lifestyle and mental health factors in a sampled Iranian population."
2012,Association between retinol-binding protein and renal function among Asian subjects with type 2 diabetes mellitus: a cross-sectional study.
2020,The Role of Dairy Products in Healthy Weight and Body Composition in Children and Adolescents.
2012,Endoscopic management of obesity.
2012,Women's health: beyond reproductive years.
2012,Acute intermittent porphyria after gastroplasty.
2012,Endothelial cell apoptosis in brown adipose tissue of rats induced by hyperinsulinaemia: the possible role of TNF-α.
2012,Human health effects of conjugated linoleic acid from milk and supplements.
2012,"Relation between body composition, abdominal obesity, and lung function."
2012,Prevalence of obesity among women in Turkey: analysis of KETEM data.
2012,Patient care. Experts: rethink mutritional needs of obese ICU patients.
2012,[Antiatherogenic effect of abdominoplasty in patients with anterior abdominal wall deformity and obesity].
2012,[Case-control study on the relationship between body mass index and lower limb alignment of patients with knee osteoarthritis].
2013,A case of successful treatment of comorbid obesity and polycystic ovarian disease with add-on metformin in bipolar disorder.
2012,Metabolic syndrome and triple-negative breast cancer: a new paradigm.
2012,Obesity is an independent predictor of poor survival in metastatic breast cancer: retrospective analysis of a patient cohort whose treatment included high-dose chemotherapy and autologous stem cell support.
2012,Frequency of Firmicutes and Bacteroidetes in gut microbiota in obese and normal weight Egyptian children and adults.
2019,Childhood-Adolescent Obesity in the Cardiorenal Syndrome: Lessons from Animal Models.
2012,Prevalence and predictors of low vitamin D concentrations in urban Canadian toddlers.
2012,"Vitamin D concentrations among healthy children in Calgary, Alberta."
2012,The change in conjugated linoleic acid concentration in blood of Japanese fed a conjugated linoleic acid diet.
2012,Obese Japanese adults with type 2 diabetes have higher basal metabolic rates than non-diabetic adults.
2012,MicroRNAs and type 2 diabetes/obesity.
2012,Risk factors for breast cancer among women in Bhopal urban agglomerate: a case-control study.
2012,Effect of body mass index on serum prostate-specific antigen levels among patients presenting with lower urinary tract symptoms.
2012,Codon 72 and G13964C intron 6 polymorphisms of TP53 in relation to development and progression of breast cancer in India.
2012,[Early origins of arterial hypertension and cardiovascular diseases].
2019,Translational animal models using veterinary patients - An example of canine osteoarthritis (OA).
2015,Waist circumference cutoff points for central obesity in the Korean elderly population.
2014,Purification of a novel α-amylase inhibitor from local Himalayan bean (Phaseolus vulgaris) seeds with activity towards bruchid pests and human salivary amylase.
2014,Evaluation of (18)F-FDG Uptake Pattern in Brown Adipose Tissue Over Extended Time Period as Assessed by Multiple Time Point (18)F-FDG-PET.
2015,Association between a serum thyroid-stimulating hormone concentration within the normal range and indices of obesity in Japanese men and women.
2014,"Interaction of sedentary behaviour, sports participation and fitness with weight status in elementary school children."
2014,Expression analysis of intercellular adhesion molecule-2 (ICAM-2) in the context of classical cardiovascular risk factors in acute coronary syndrome patients.
2014,"The supplementation of yam powder products can give the nutritional benefits of the antioxidant mineral (cu, zn, mn, fe and se) intakes."
2014,Objectively assessed physical activity and weight status in Maltese 11-12 year-olds.
2014,Aerobic exercise does not change C-reactive protein levels in non-obese patients with obstructive sleep apnoea.
2014,Weight gain during external fixation.
2014,Rhabdomyolysis is a Potential Complication of Total Hip Arthroplasty in the Morbidly Obese.
2014,An infant with milky blood : an unusual but treatable case of familial hyperlipidemia.
2014,Bardet-biedl syndrome: a rare cause of chronic kidney disease.
2014,Predictors of insulin resistance and metabolic complications in polycystic ovarian syndrome in an eastern Indian population.
2014,Hypoadiponectinemia in obesity: association with insulin resistance.
2014,Nutrigenomics research: a review.
2014,Vitamin d deficiency in e.N.T. Patients.
2020,The impact of early occupational choice on health behaviors.
2014,Prevention of hyperglycemic signal pathways in metabolic syndrome carotid artery of rats.
2013,"Obesity, HDL and Breast Cancer."
2013,Effect of certain indigenous processing methods on the bioactive compounds of ten different wild type legume grains.
2015,Assessment of provider adherence to obesity treatment guidelines.
2014,Using natural disasters to study the effects of prenatal maternal stress on child health and development.
2013,"Awareness, attitude, and distribution of high blood pressure among health professionals."
2015,Correlates of nonalcoholic fatty liver among women receiving residential mental health care.
2015,Low-calorie diet induced weight loss may alter regulatory hormones and contribute to rebound visceral adiposity in obese persons with a family history of type-2 diabetes.
2015,Physical activity counseling intervention to promote weight loss in overweight rural women.
2015,Obesity education for nurse practitioners: perspectives from nurse practitioner faculty.
2013,Sexual dysfunction (Kṛcchra Vyavāya) in obesity (Sthaulya): Validation by an observational study.
2014,Immunotherapeutic approaches to hepatocellular carcinoma treatment.
2013,Transthoracic repair of asymptomatic morgagni hernia in an adult.
2013,The Society of Behavioral Medicine position statement on the CMS decision memo on intensive behavior therapy for obesity.
2020,Affective responses to exercise in overweight women: Initial insight and possible influence on energy intake.
2014,Systematic review of the prevalence of gout and hyperuricaemia in Australia.
2014,"[Nutritional contribution of snacks to food patterns in school children who are overweight or obese compared to school children who are of normal weight in Cartago, Costa Rica]."
2014,[Single central obesity and combined with overweight/obesity in preeschool Mexican children].
2014,[Nutritional status of women with gestational diabetes and characteristics of newborn].
2013,Nephropathy following type 2 diabetes mellitus in Tunisian population.
2013,The efficacy of pharmacological treatment in pediatric nonalcoholic Fatty liver disease.
2016,[Association of obesity in adults with allergic asthma].
2013,[Physical activity and cancer survival].
2014,Non-classic adrenal hyperplasia due to the deficiency of 21-hydroxylase and its relation to polycystic ovarian syndrome.
2014,Endocrinopathies and other disorders inducing a polycystic ovary syndrome phenotype.
2014,Cardiovascular risk and subclinical cardiovascular disease in polycystic ovary syndrome.
2014,Dyslipidemia and oxidative stress in PCOS.
2014,"Obesity, adipokines and metabolic syndrome in polycystic ovary syndrome."
2014,Genetics of polycystic ovary syndrome.
2013,"Is nasal cavity geometry associated with body mass index, height and weight?"
2016,Robotic-assisted laparoscopic radical prostatectomy after aborted retropubic radical prostatectomy.
2016,Robotically-assisted laparoscopic biliopancreatic diversion with duodenal switch: the utility of the robotic system in bariatric surgery.
2019,The Relationship Between Obesity and Depression Among Adolescents.
2013,Biochemical and histological impact of Vernonia amygdalina supplemented diet in obese rats.
2013,Clinical presentation and short-term outcome of acute coronary syndrome in native young Saudi population.
2013,Profile of colorectal cancer in Eastern India.
2013,Effects of alternate fasting or very low calorie diet and low calorie diet on metabolic syndrome in severely obese patients.
2013,Risk factors of obesity in a cohort of 1001 Cypriot adults: An epidemiological study.
2013,Prevalence of thrombophilic mutations in patients with unprovoked thromboembolic disease. A comparative analysis regarding arterial and venous disease.
2014,Newer treatment modalities for pediatric obstructive sleep apnea.
2013,Assessing the prevalence of obesity and measures to control it among females.
2014,Association of visceral obesity with high viral load and histological findings in elderly patients with genotype 1 chronic hepatitis C.
2014,Chronoscopic reading in whole body reaction times in detecting cognitive dysfunction in metabolic syndrome: a case control study.
2014,"Association between altered lipid profile, body mass index, low plasma adiponectin and varied blood pressure in Trinidadian type 2 diabetic and non-diabetic subjects."
2013,Short-term complications after bilateral internal mammary artery grafting--a retrospective study.
2013,Coronary artery disease in critical patients of Iran.
2014,Personality characteristics and body image in obese individuals.
2014,Perinatal and family factors associated with preadolescence overweight/obesity in Greece: the GRECO study.
2014,"The use of epidemiological measures to estimate the impact of primary prevention interventions on CHD, stroke and cancer outcomes: experiences from Herefordshire, UK."
2013,Gender differences in risk factors of obese patients after cardiac rehabilitation program.
2013,Relation of obesity with serum 25 hydroxy vitamin D3 levels in type 2 diabetic patients.
2013,Weight loss and body composition changes following three sequential cycles of ketogenic enteral nutrition.
2013,Dietary calcium intake and risk of obesity in school girls aged 8-10 years.
2013,Serum leptin level is reduced in non-obese subjects with type 2 diabetes.
2013,"Which one is more important, obesity or cardio metabolic risk factors?"
2013,Obesity dilemma: are there enough bariatric surgeons?
2014,Self-presentation in exercise: changes over a 12-week cardiovascular programme for overweight and obese sedentary females.
2013,Association of vitamin D deficiency and coronary artery disease with cardiovascular risk factors.
2013,Is serum retinol binding protein-4: A predictor for diabetes in genetically high risk population?
2013,Is uric acid an indicator of metabolic syndrome in the first-degree relatives of patients with type 2 diabetes?
2013,The effect of n-3 long chain fatty acids supplementation on plasma peroxisome proliferator activated receptor gamma and thyroid hormones in obesity.
2013,25(OH) vitamin D levels in premenopausal women with polycystic ovary syndrome and/or obesity.
2013,[Physical activities and sport; implications for health and society].
2013,[Elevated coronary mortality in Mauritius: risk factors and genetic analyses].
2013,[Obesity--a public health problem and challenge].
2013,Accuracy of adults' perception of childhood obesity in a military environment.
2013,Characteristics of alprazolam-related deaths compiled by a centralized state medical examiner.
2013,A pilot randomized trial comparing a commercial weight loss program with a clinic-based intervention for weight loss.
2013,Fruit and vegetable consumption and body mass index: a quantile regression approach.
2013,Use and Quality of Care at a VA Outreach Clinic in Northern Maine.
2014,Patient body mass index does not predict six-month clinical outcome of depression managed under collaborative care.
2014,Predictors of success of a lifestyle intervention in relation to weight loss and improvement in glucose tolerance among individuals at high risk for type 2 diabetes: the FIN-D2D project.
2014,"Living Smart, Living Fit: a patient-centered program to improve perinatal outcomes in a community health center population."
2013,How does the impact of a community trial on cardio-metabolic risk factors differ in terms of gender and living area? Findings from the Isfahan healthy heart program.
2013,"The prevalence of hypogonadism in diabetic men in Isfahan Endocrine and Metabolism Research Center, Isfahan, Iran."
2013,High demand likely for prescription weight-control drugs.
2013,[Age-related features of neurohumoral effects of dopamine activity on the cardiovascular system in elderly people].
2013,Changing trends in incidence of cancer sites in West Bengal--a hospital based study.
2013,Cardiorespiratory fitness in obese girls.
2013,Effect of lesion of nucleus septal medialis on energy homeostasis in Wistar rats.
2013,Inverse association between serum insulin and sex hormone-binding globulin in a population survey in Sweden.
2013,Sleep and type 2 diabetes mellitus- clinical implications.
2016,Comorbidities associated with psoriasis - data from the malaysian psoriasis registry.
2013,Overweight and obesity alters the cumulative transverse strain in the Achilles tendon immediately following exercise.
2014,Developmental programming: Impact of prenatal testosterone treatment and postnatal obesity on ovarian follicular dynamics.
2013,Hirsutism: A Clinico-investigative Study.
2013,Glucocorticoid hypersensitivity syndrome--a case report.
2013,Prevalence of the metabolic syndrome in patients presenting to the university hospital of the West Indies: a need to adopt proactive screening and specific management policy.
2013,"Effects of walnuts on endothelial function in overweight adults with visceral obesity: a randomized, controlled, crossover trial."
2013,Racial differences in obesity risk knowledge among low-income reproductive-age women.
2014,Obesity portends increased morbidity and earlier recurrence following liver transplantation for hepatocellular carcinoma.
2013,Oxidative Stress in the Hypothalamus: the Importance of Calcium Signaling and Mitochondrial ROS in Body Weight Regulation.
2013,Preventing playground injuries.
2013,Recurrent carpal tunnel syndrome--analysis of the impact of patient personality in altering functional outcome following a vascularised hypothenar fat pad flap surgery.
2013,Obstetric behavior and pregnancy outcome in overweight and obese women: maternal and fetal complications and risks in relation to maternal overweight and obesity.
2013,Transjugular liver biopsy.
2013,"Genetic diseases: congenital central hypoventilation, Rett, and Prader-Willi syndromes."
2013,Effects of gas exchange on acid-base balance.
2015,"Insulin resistance, inflammation, and nonalcoholic fatty liver disease in non-obese adults without metabolic syndrome components."
2015,"Should visceral fat, strictly linked to hepatic steatosis, be depleted to improve survival?"
2015,The future liver of the Asia pacific: fatter and firmer from more fructose and fortune?
2013,Hypertension: physiology and pathophysiology.
2013,"Efficacy of Korean Red Ginseng by Single Nucleotide Polymorphism in Obese Women: Randomized, Double-blind, Placebo-controlled Trial."
2013,Increase in Insulin Secretion Induced by Panax ginseng Berry Extracts Contributes to the Amelioration of Hyperglycemia in Streptozotocininduced Diabetic Mice.
2014,[IDEA study (International Day for the Evaluation of Abdominal Obesity): primary care study of the prevalence of abdominal obesity and associated risk factors in Colombia].
2014,[Wernicke´s encephalopathy and polyneuropathy associated with vitamin B complex deficiency after a bariatric surgery].
2014,"[The nutritional situation of children in Latin America: between deficiency and excess, from nutritional gap to social debt]."
2014,[High frequency of chromosome aberrations observed in lymphocytes in postmenopausal obese women].
2013,"Accelerometer-determined physical activity level among government employees in Penang, Malaysia."
2013,"Overweight and obesity among Malay primary school children in Kota Bharu, Kelantan: parental beliefs, attitudes and child feeding practices."
2013,"Dietary diversity is associated with nutritional status of Orang Asli children in Krau Wildlife Reserve, Pahang."
